_id,EKITALDIA/EJERCICIO,IZENBURUA_EU/TITULO_EU,IZENBURUA_CAS/TITULO_CAS,DESKRIPZIOA_EU/DESCRIPCION_EU,DESKRIPZIOA_CAS/DESCRIPCION_CAS,LINK/LINK,HASIERA DATA/FECHA INICIO,AMAIERA DATA/FECHA FIN,UDALERRIA/MUNICIPIO,LEKUA_EU/LUGAR_EU,LEKUA_CAS/LUGAR_CAS,ZENBATEKOA_EU/PRECIO_EU,ZENBATEKOA_CAS/PRECIO_CAS,ORDUTEGIA_EU/HORARIO_EU,ORDUTEGIA_CAS/HORARIO_CAS,SARRERAK_EU/ENTRADAS_EU,SARRERAK_CAS/ENTRADAS_CAS,IRUDIAREN URL_EU/URL IMAGEN_EU,IRUDIAREN URL_CAS/URL IMAGEN_CAS,GEOLOKALIZAZIOA/GEOLOCALIZACION,URL KANONIKOA_EU/URL CANONICA_EU,URL KANONIKOA_CAS/URL CANONICA_CAS,HIZKUNTZA/IDIOMA,EKITALDI MOTA/TIPO EVENTO,EKITALDIAREN KATEGORIA/CATEGORIA EVENTO
1,2023,'Auzo Baten Erretratuak' izeneko erakusta berria BBK KUNA-n,BBK KUNA acoge la nueva entrega de Retratos de un barrio 'ETXEKOAK- ZORIONEKOAK',"<p>Martitzen honetan, <strong>11:00tan, San Frantzisko, Bilbo Zahar eta Zabala, eta BilbaoHistoriko, Bego Elexperekin</strong> Auzo Baten Erretratuak izeko erakusketa berria aurkeztu dabe <strong>BBK Kunan</strong> (Urazurrutia 3), <abbr title=""Bilbao Bizkaia Kutxa""><strong>BBK</strong></abbr>-ren laguntzarekin.</p><p>Auzo Baten erretratuak, San Frantzisko, Bilbo Zaharrean eta Zabalan bizi, lan egin eta gozatzen dugun pertsonengana hurbiltzeko modu bat da. Gure inguruko errealitate soziala eta komertziala islatu nahi duen kanpainia. Betan <strong>Juan Mari Aburto</strong>, Bilbo Alkateare, Gorka Martinez BBK Zuzendariaren, <strong>Bego Elexpe</strong> artistaren, <strong>Borja Elorza</strong> BilbaoHistorikokoren presidentearen eta <strong>Miguel Ãngel Guantes</strong> San Frantzisko, Bilbo Zahar eta Zabalako Merkatari eta Empresen partaidetza izan dogu.</p><p>Bilboko auzo historikoen muinean murgiltzen gaituen erakusketa da, 42 argazki zirraragarriren bidez, bertako biztanleen eta saltokien aniztasuna, bizitasuna eta benetakotasuna atzematea helburu duena.</p><p>Horrela, irudi guzti-guztiek istorio eta esperientzia paregabeak erakusten dizkigute, konektatzen gaituztenak eta gure erkidegoan dagoen edertasun eta aberastasunari buruz gogoeta eginarazten digutenak, merkataritza funtsezko ondasun gisa erakutsiz, aberastasun sortzaile bezala.</p><p>Proiektua 2020 sortu zen erakundeen laguntzarekin, eta 2023 honetan BBK babesari esker kanpaina berregin eta handitu ahal izan dugu, proposamen eta protagonista berriekin.</p><p>Esperientzia bisual honek San Frantzisko, Bilbo Zaharra eta Zabala auzo liluragarri hauetara garamatza bezero eta enbaxadore ezberdinen aurpegi eta begiraden bitartez, kontsumo arduratsu, etiko eta baliodun baten bidez guztion ongizatea sustatzeko kontsumitzaile garen aldetik dugun erantzukizuna erakutsi nahian.</p><p>Horrela, gauzak edizio berri honetan 42 aurpegi izango ditugu, gure saltokiei aurre egiten dietenak, tokiko gaiekiko duten erantzukizuna, babesa eta interesa erakutsiz. Besteak beste, Aihoa Tirapu Athletic Clubeko futbolari ohia, <strong>Virginia Berasategi</strong> munduko triatloi txapelduna, <strong>Itziar Lazkano</strong>, <strong>Ylenia Baglietto</strong>, <strong>Gurutze Beitia</strong>, <strong>Lander Otaola</strong>, <strong>Aiora Sedano</strong> aktoreak, <strong>Aitor Elizegi</strong> sukaldaria, <strong>Miriam Ocariz</strong> diseinadorea, <strong>Tomas Ondarra</strong> ilustradorea, <strong>Teresa AguilÃ³</strong>, <strong>Xabier Lapitz</strong>, <strong>Azul Tejerina</strong> edo <strong>Joseba Solozabal</strong> kazetariak, <strong>La Ochoa</strong> eta <strong>Nenita Danger</strong> transformistak, Zea Mays-ko <strong>Aiora eta Piti</strong> musikariak, <strong>Estrella ElectrÃ³nica</strong> edo <strong>Betto Snay Dj</strong>ak izango ditugu. Azken horiek, beste zenbait auzokide eta bezerorekin osatzen dute gure auzoak ordezkatuko dituzten enbaxadoreen kopuru zabala, bai eta haien aniztasun handia ere, merkataritzan arreta jarri nahian.</p><p>Planteamendu edo kanpaina hau Bego Elexpe argazkilariak sortu du, Bilbo Zaharreko kaleak bere lanaren lekuko eta subjektu aktibo bihurtuz.</p><p>Izan ere, Bego Elexpe bizitza lentearen bidez behatzen duen emakumea da, bere lanaren bidez konektatu nahi dituen momentuak eta pertsonak zainduz.</p><p>Pertsonak eta sentimenduak maite dituen, Bilboko argazkilari profesional honek kamera baten bidez sentsazioak sortzen dizkioten momentu guztiak islatzen saiatzen da. Beraz, artista emozional gisa, sentimendurik gabeko irudi hutsetatik ihes egiten du, argazki bakoitzari berea dan zati bat emanez.</p><p>Etxean ikusten zuen arteak eragin handia izan zuen, eta emakume sortzaile bihurtu zen, pintatzeari, diseinatzeari edo marrazteari inoiz utzi ez diona, harik eta artearen munduarekiko grina hori bere argazkia den bizimodu bihurtu arte.</p><p>Bere kameraren bidez ez du paratuak edo une perfektuak islatzea bilatzen, sentimenduz eta bizitzaz betetako argazki lotsagabeak baizik, sentiarazten eta hotz uzten ez gaituztenak.</p><p>Artista honek ez du nahikoa botoi bat sakatzearekin, bere lanaren bidez bere kameraren aurrean jartzen direnen istorio eta uneetan murgiltzea bilatzen du, bere arimak laztandu nahian, pieza horiek benetako oroimen bizi bihurtu arte.</p><p>Samurtasuna, edertasuna, alaitasuna, larritasuna edo tristura dira bere lana definitzen duten oinarriak, maisutasunez eta oreka handiz islatzen dituenak presentzia handiko, ikusmen potentzialeko eta garbitasuneko uneak atzemanez, eta horrek bizitzaren behatzaile aktibo bihurtzen du Elexpe.</p><p>Erakusketarekin batera, programak, bisita antzeztuak, erakusketaren inaugurazio publikoak izango duguz udako hilabete horiek bizitzaz beteko dituzten jardunaldi komertzialak diseinatuz. Ingurua lantzeko modu desberdin eta hurbila k sortuz, herritarrak haiengana erakarri nahian, inguruneari buruz duen ezagutza hobetuz, herritarren interesekoak diren proposamen berritzaile, hurbil eta desberdinekin.</p><p>Auzo horietara, bertako jendearengana eta saltokietara giza eskala batetik hurbiltzeko modu berezi bat izanik, hiru auzo horien berezitasunak, bitxikeriak eta elementu bereizgarriak ikuspegi subjektibo eta desberdin batetik erakutsiz, hala nola enbaxadore hauenak, <strong>Gurutze Betia</strong>, <strong>Xabier Lapitz</strong>, edo <strong>Bego Elexperenak</strong> . Errealitate desberdinak, baina era berean aberatsak eta interesgarriak erakusteaz arduratuko direnak. Horrek berebiziko garrantzia du gure eremuak deskubritzeko eta ezagutzeko.</p><p>Horrekin batera, jardunaldi edo solasaldi batzuk antolatuko dira, non merkataritza eta auzoak izango diren protagonista. Bertan, pertsona ospetsuek, enpresariek eta artistek auzoaz, bere historiaz eta bilakaeraz, bere bizipenez eta esperientziaz eta leku horien garrantziaz hitz egingo digute, irudiak, espazio tradizionalen etorkizunaz edo ekintzailetza bezalako esparruak landuz, uztaliaren 5ean.</p><p>Proiektu honen helburua gure auzoen eta inguruaren arteko bizikidetza bultzatzea, suspertzea eta sustatzea da, eta eremu hori berrikuntzaren, gizartearen, kulturaren, merkataritzaren eta ostalaritzaren esparruan balioa duen agertoki gisa aurkeztea. Eremua galdu eta ezagutzea merezi duen espazio dinamiko eta dardarkari gisa erakutsiz. Itsasadarraren beste aldeko eskaintza proposamen berritzaile, original eta desberdinekin bikain osatzen duen gunea. Arimadun espazioak, lan honekin aurpegia eta balioa jartzen zaienak.</p><p>Gainera, erakusketarekin batera erakusketaren eta auzo horietako merkataritza- eta ostalaritza-sarearen zabalgarri eta plano informatibo bat egongo da, lagina bere ingurunearekin lotzeko eta hain desberdina den ingurune horren benetako eskaintza komunikatzeko eta erakusteko metodo gisa. San Frantziskoren, Bilbo Zaharraren eta Zabalaren benetako proposamena begiratu batean ikusi ahal izango dugu.</p><p>Horrela BilbaoHistoriko eta Komertzianteen erakundea berriro ere batu egiten dira proiektu berri honetan, BBK Kunaren laguntzarekin, auzo hauetako komertzio, enpresa eta ostalaritza defendatu eta bermatzeko, kultura eta merkataritza batuz, planteamendu berri eta moderno bat erabiliz.</p>","<p>Este martes a las 11:00 (20 de junio de 2023), se ha presentado la nueva ampliaciÃ³n de 'Retratos de un Barrio', de las <strong>Asociaciones de Comerciantes y Empresas de San Francisco, Bilbao La Vieja y Zabala</strong>, y <strong>BilbaoHistoriko</strong> con la fotÃ³grafa BegoÃ±a Elexpe, en la sala de exposiciones de <abbr title=""Bilbao Bizkaia Kutxa""><strong>BBK Kuna</strong></abbr> (Urrazurrutia 3). A la que asistirÃ¡n <strong>Juan Mari Aburto</strong>, Alcalde de Bilbao,<strong> Gorka MartÃ­nez</strong>, Director General de BBK, <strong>BegoÃ±a Elexpe</strong> artista y diseÃ±adora de la exposiciÃ³n,<strong> Borja Elorza </strong>presidente de BilbaoHistoriko, <strong>Miguel Ãngel Guantes</strong> el presidente de la AsociaciÃ³n de Comerciantes y Empresas de San Francisco Bilbao La Vieja.</p><p>Retratos de un barrio es una forma de aproximarnos a las personas que vivimos, trabajamos, y disfrutamos en San Francisco, Bilbao La Vieja y Zabala. Una campaÃ±a que busca reflejar la realidad social y comercial de nuestro entorno. Invitando a retratarse y comprar en nuestros barrios.</p><p>Es una muestra que nos sumerge en la esencia de los barrios histÃ³ricos de Bilbao, a travÃ©s de 42 impactantes fotografÃ­as, que buscan captar la diversidad, vitalidad y autenticidad de sus habitantes y sus comercios.</p><p>De esta manera, todas y cada una de las imÃ¡genes nos revelan historias y experiencias Ãºnicas, que nos conectan, y nos hacen reflexionar sobre la belleza y riqueza que existe en nuestra comunidad, mostrando al comercio como un bien fundamental, generador de riqueza.</p><p>Un proyecto surgido en 2020 con la colaboraciÃ³n de las dos <abbr title=""AsociaciÃ³n"">Asoc</abbr>. y que este 2023 se recupera gracias al apoyo de BBK reeditando la propuesta renovando su contenido, con nuevos protagonistas y retratos.</p><p>Una experiencia visual que nos transporta a travÃ©s de los rostros y las miradas de distintos clientes, y embajadores a estos fascinantes barrios de San Francisco, Bilbao La Vieja y Zabala, buscando mostrar la responsabilidad que como consumidores tenemos para fomentar el bienestar comÃºn, mediante un consumo responsable, Ã©tico y con valor</p><p>AsÃ­ pues, en esta nueva ediciÃ³n contaremos con 42 rostros que ponen cara nuestros comercios, mostrando su responsabilidad, apoyo e interÃ©s por lo local, entre las que tenemos figuras tan reconocibles como la exfutbolista del Athletic Club <strong>Ainhoa Tirapu</strong>, la ciclista <strong>Virginia Berasategi</strong>, las actrices y actores <strong>Itziar Lazkano</strong>, <strong>Ylegnia Baglietto</strong>, <strong>Gurutze Beitia</strong>, <strong>Aiora Sedano</strong>, <strong>Lander Otaola</strong>, la diseÃ±adora <strong>Miriam Ocariz</strong>, los escritores, <strong>Katixa Aguirre</strong> y <strong>Jon Arretxe</strong>, el cocinero <strong>Aitor Elizegi</strong>, el Ilustrado <strong>Tomas Ondarra</strong>, los periodistas <strong>Teresa AguilÃ³</strong>, <strong>Xabier Lapitz</strong>, <strong>Azul Tejerina</strong> o <strong>Joseba Solozabal</strong>, los trasformistas <strong>La Ochoa</strong> y <strong>Nenita Danger</strong>, o los mÃºsicos <strong>Aiora y Piti</strong> de Zea Mays,<strong>o los DJ's Estrella ElectrÃ³nica o Betto Snay</strong>, que junto con otros tantos vecinos, clientes, y otras figuras reconocibles de la villa conforman el amplio nÃºmero de embajadores que representarÃ¡n a nuestros barrios y su gran diversidad, buscando poner el foco sobre el comercio local.</p><p>Esta particular muestra ha sido concebida por BegoÃ±a Elexpe, quien han convertido a las calles de Bilbao La Vieja en testigo y sujeto activo de su trabajo.</p><p>Y es que Bego Elexpe es una mujer que observa la vida a travÃ©s de la lente atesorando momentos y personas con las que busca conectar mediante su trabajo.</p><p>Como amante de las personas y los sentimientos esta fotÃ³grafa profesional de Bilbao, intenta plasmar a travÃ©s de una cÃ¡mara todo aquellos que le produce sensaciones. AsÃ­ pues, como artista emocional, huye de las imÃ¡genes vacÃ­as, y sin sentimiento, aportando a cada una parte de sÃ­ misma.</p><p>CreciÃ³ influencia por el arte que veÃ­a en casa, convirtiÃ©ndose en una mujer creativa, que nunca ha dejado de pintar, diseÃ±ar o dibujar, hasta convertir esta pasiÃ³n por el mundo del arte en una forma de vida que es su fotografÃ­a.</p><p>Mediante su cÃ¡mara no busca plasmar posados o momentos perfectos sino, fotografÃ­as descaradas, irreverentes y llenas de sentimiento y vida que nos hagan sentir y no nos dejen indiferentes.</p><p>A esta artista no le basta con pulsar un botÃ³n, ella busca sumergirse mediante su trabajo en las historias y momentos de aquellos que se ponen delante de su cÃ¡mara, buscando acariciar sus almas, hasta convertir a estas piezas en verdadera memoria viva.</p><p>La ternura, la belleza, la alegrÃ­a, la angustia o la tristeza son la base que define su trabajo y que plasma con maestrÃ­a y gran equilibrio capturando momentos de gran presencia, potencial visual, y pureza, lo que convierte a Elexpe en una observadora activaba de la vida, tal y como se podrÃ¡ en los retratos que ha diseÃ±ado para esta ocasiÃ³n donde se refleja la identidad, esencia y personalidad de los sujetos y de los espacios.</p><p>AdemÃ¡s, con objeto de continuar mejorando el proyecto y con la muestra como eje vertebrador los organizadores han decido organizar un amplio programa de actividades que se extenderÃ¡n durante el mes de junio hasta octubre como herramienta para complementar la exposiciÃ³n mediante una campaÃ±a de conocimiento y puesta en valor de los barrios con mayor historia y sabor de Bilbao.</p><p>AsÃ­ pues, junto con la muestra se han diseÃ±ado programas, visitas teatralizadas, una inauguraciÃ³n publica de la muestra y unas jornadas comerciales que llenarÃ¡n de vida estos mesen estivales. Una forma diferente y cercana de trabajar la zona buscando atraer a la ciudadanÃ­a hacia ellos, con objeto de mejorar el conocimiento que por el entorno se tiene, con propuestas novedosas, cercanas y diferentes que sean del interÃ©s ciudadano.</p><p>Una particular forma de acercarnos a estos barrios, sus gentes y sus comercios desde una escala humana, mostrando las particularidades, curiosidades y elementos diferenciadores de estos tres barrios desde una perspectiva subjetiva y diferente como son las de estos embajadores, como <strong>Gurutze Betia</strong>, <strong>Xabier Lapitz</strong>, o la propia artista <strong>Bego Elexpe</strong>, quienes se encargarÃ¡n de mostrarnos realidades diferente, pero igualmente ricas e interesante. Lo cual lo convierte una herramienta de vital importancia para el descubrimiento y el conocimiento de nuestras zonas.</p><p>Junto con ello tambiÃ©n se organizarÃ¡n unas jornadas o tertulias donde el comercio y los barrios serÃ¡n protagonista. Una suerte de programa en vivo donde personalidades, empresarios y artistas, nos hablarÃ¡n del barrio, su historia y evoluciÃ³n, sus vivencias y experiencia y la importancia de estos lugares, ayer hoy y siempre, trabajando Ã¡mbitos como la imagen, los espacios tradicionales con futuros, o el emprendizaje el cual tendrÃ¡ lugar la maÃ±ana del 05 de julio.</p><p>El objeto de todo este proyecto no es otro que impulsar, revitalizar y fomentar la convivencia entre nuestros barrios y su entorno, presentando esta zona como un escenario con valor en el Ã¡mbito de la innovaciÃ³n, lo social, lo cultural y tambiÃ©n en lo comercial y hostelero. Mostrando la zona como un espacio dinÃ¡mico y vibrante en el que merece perderse y conocer. Una zona que complementa perfectamente la oferta al otro lado de la rÃ­a con propuestas innovadoras, originales y diferentes. Espacios con alma, a los que con este trabajo se les pone cara y valor.</p><p>AdemÃ¡s, la muestra se acompaÃ±arÃ¡ con un desplegable y plano informativo de la exposiciÃ³n y de todos el entramado comercial y hostelero de estos barrios, como mÃ©todo para unir la muestra con su entorno y comunicar y mostrar la verdadera oferta de este entorno tan distinto. Pudiendo visualizar de un solo vistazo la verdadera propuesta de San Francisco, Bilbao La Vieja y Zabala.</p><p>De esta forma, BilbaoHistoriko y la Asoc. de Comerciantes y Empresas se unen de nuevo con BBK Kuna, para apoyar y defender un proyecto en clave comercial y cultural, que busca dinamizar y ensalzar su entorno de una manera moderna, cercana y actual, demostrando el carÃ¡cter la variedad y calidad de un entorno con tanta historia como es San Francisco, Bilbao La Vieja y Zabala. Invitando a la ciudadanÃ­a a que se acerque, conozca y participe de nuestros barrios.</p>",https://www.bizkaia.eus/eu/web/guest/-/auzo-baten-erretratuak-izeneko-erakusta-berria-bbk-kuna-n,2023-09-14 00:00:00,,Bilbo,BBK Kuna,BBK Kuna,"","",18:30,18:30,"","",https://www.bizkaia.eus/documents/842933/919746/expoBBKKuna.jpg/9fe11da8-a401-89bf-15b2-c0caf2e4d40b?t=1687153362505,https://www.bizkaia.eus/documents/842933/919746/expoBBKKuna.jpg/9fe11da8-a401-89bf-15b2-c0caf2e4d40b?t=1687153362505,"43.254165952089465,-2.922943401076003",https://www.bizkaia.eus/eu/web/guest/-/auzo-baten-erretratuak-izeneko-erakusta-berria-bbk-kuna-n,https://www.bizkaia.eus/es/web/guest/-/auzo-baten-erretratuak-izeneko-erakusta-berria-bbk-kuna-n,ES,aurkezpena,arte-eszenikoak
2,2023,Aurkezpena. Auzo baten erretratuak 'ETXEKOAK-ZORIONEKOAK' BBK Kunan,CONVOCATORIA DE PRENSA. Retratos de un barrio 'ETXEKOAK-ZORIONEKOAK' en BBK Kuna,"<p><strong>BilbaoHistorikok eta San Frantzisko, Bilbo Zahar eta Zabalako erakundeek, 'Auzo Baten Erretratuak'</strong> izeneko proiektu berria aurkeztu dabe, BBK Kunan, BBK Fundazioaten laguntzarekin. <span class=""teaf_subrayado"">Proiektu original honen hedakuntzak, aurpegi eta protagonista berriz beteta dago</span>.</p><p>Erakusketa honek Bilboko auzo historikoen muinean murgiltzen gaitu, <strong>42 argazki zirraragarriren </strong>bidez, bertako biztanleen eta saltokien dibertsitatea, bizitasuna eta benetakotasuna atzeman nahian.</p><p>Esperientzia bisual honek <strong>San Frantzisko, Bilbo Zaharra eta Zabala</strong> auzo liluragarri hauetara garamatza bezero eta enbaxadore ezberdinen aurpegi eta begiraden bitartez, kontsumo arduratsu, etiko eta baliodun baten bidez guztion ongizatea sustatzeko kontsumitzaile garen aldetik dugun erantzukizuna erakutsi nahian.</p><p>Aurkezpenean izango dira:</p><ul class=""bipo_listaflecha"">	<li>Juan Mari Aburto, Bilboko alkatea</li>	<li>Gorka MartÃ­nez, BBK-ko zuzendari nagusia</li>	<li>BegoÃ±a Elexpe, artista eta erakusketaren diseinatzailea</li>	<li>Borja Elorza, BilbaoHistoriako presidentea</li>	<li>Miguel Ãngel Guantes, Bilbo Zaharra eta Zabala San Frantziskoko Merkatari eta Enpresen Elkarteko lehendakaria</li></ul><p>Aldez aurretik zuen etorrera, bereziki komunikabide grafikoena, eta informazio honen hedapena eskertzen dizuegu.</p>","<p><strong>BilbaoHistoriko y la Asoc. de Comerciantes y Empresas de San Francisco, Bilbao La Vieja y ZABALA</strong>, presentan el proyecto 'Retratos de un barrio', con el apoyo de la <strong>FundaciÃ³n BBK</strong>. <span class=""teaf_subrayado"">Una nueva ediciÃ³n del proyecto original con nuev@s protagonistas</span>.</p><p>Una muestra que nos sumerge en la esencia de los barrios histÃ³ricos de Bilbao, a travÃ©s de <strong>42 impactantes fotografÃ­as</strong>, que buscan captar la diversidad, vitalidad y autenticidad de sus habitantes y sus comercios.</p><p>Una experiencia visual que nos transporta a travÃ©s de los rostros y las miradas de distintos clientes, y embajadores a estos fascinantes barrios de<strong> </strong>San Francisco, Bilbao La Vieja y Zabala, buscando mostrar la responsabilidad que como consumidores tenemos para fomentar el bienestar comÃºn, mediante un consumo responsable, Ã©tico y con valor.</p><p>A la presentaciÃ³n asistirÃ¡n:</p><ul class=""bipo_listaflecha"">	<li>Juan Mari Aburto, alcalde de Bilbao</li>	<li>Gorka MartÃ­nez, Director General BBK</li>	<li>BegoÃ±a Elexpe artista y diseÃ±adora de la exposiciÃ³n,</li>	<li>Borja Elorza, presidente de BilbaoHistoriko</li>	<li>Miguel Ãngel Guantes el presidente de la AsociaciÃ³n de Comerciantes y Empresas de San Francisco Bilbao La Vieja y Zabala</li></ul><p>Agradecemos de antemano vuestra asistencia, en especial a los medios grÃ¡ficos, asÃ­ como la difusiÃ³n de esta informaciÃ³n en vuestro medio de comunicaciÃ³n.</p>",https://www.bizkaia.eus/eu/web/guest/-/aurkezpena-auzo-baten-erretratuak-etxekoak-zorionekoak-bbk-kunan,2023-06-19 00:00:00,,Bilbo,BBK Kuna,BBK Kuna,"","",11:00,11:00,"","",https://www.bizkaia.eus/documents/842933/919746/expoBBKKuna.jpg/9fe11da8-a401-89bf-15b2-c0caf2e4d40b?t=1687153362505,https://www.bizkaia.eus/documents/842933/919746/expoBBKKuna.jpg/9fe11da8-a401-89bf-15b2-c0caf2e4d40b?t=1687153362505,"43.254165952089465,-2.922943401076003",https://www.bizkaia.eus/eu/web/guest/-/aurkezpena-auzo-baten-erretratuak-etxekoak-zorionekoak-bbk-kunan,https://www.bizkaia.eus/es/web/guest/-/aurkezpena-auzo-baten-erretratuak-etxekoak-zorionekoak-bbk-kunan,ES,aurkezpena,arte-eszenikoak
3,2023,Euskal Museoak eta Bilboko Berreginen Museoak bat egin dute Museoen Nazioarteko Egunarekin,El Museo Vasco y el Museo de Reproducciones de Bilbao se suman a la fiesta del DÃ­a Internacional de los Museos,"<p>Aurtengo leloa ""Museoa, iraunkortasuna eta ongizatea"" da, ingurumenak, osasunak eta ongizateak eguneroko bizitzan daukaten garrantzian oinarritzen da, bai eta museoek, kultur instituzioak diren aldetik, arlo horietan nola lagundu dezaketen ere.</p><p>Euskal Museoak bideo bat argitaratuz parte hartuko du, bildumako pieza baten azalpenaren bitartez, eta eguneroko objektuen birziklapenaz hitz egingo du.</p><p>Berreginen Museoak, berriz, Bilboko babesleku klimatikoen sarea azalduko du, bera sare horren parte baita.</p>","<p>El tema de este aÃ±o, 'Museo, sostenibilidad y bienestar', se centra en la importancia del medio ambiente, la salud y el bienestar en la vida cotidiana, y en cÃ³mo los museos pueden contribuir a estos aspectos como instituciones culturales.</p><p>El Museo Vasco participarÃ¡ publicando un video en el que, mediante la explicaciÃ³n de una pieza de la colecciÃ³n, hablarÃ¡ sobre el reciclaje de objetos cotidianos.</p><p>Por su parte, el Museo de Reproducciones se centrarÃ¡ en explicar la red de refugios climÃ¡ticos de Bilbao, red a la que pertenece.</p>",https://www.bizkaia.eus/eu/web/guest/-/euskal-museoak-eta-bilboko-berreginen-museoak-bat-egin-dute-museoen-nazioarteko-egunarekin,2023-05-18 00:00:00,,Bilbo,Bilboko Berreginen Museoa,Museo de Reproducciones de Bilbao,"","","","","","",https://www.bizkaia.eus/documents/842933/919746/diaMuseos.jpg/e7b47642-ba94-65a4-ccba-c018e59d9371?t=1684401109022,https://www.bizkaia.eus/documents/842933/919746/diaMuseos.jpg/e7b47642-ba94-65a4-ccba-c018e59d9371?t=1684401109022,"43.2559356,-2.9282701",https://www.bizkaia.eus/eu/web/guest/-/euskal-museoak-eta-bilboko-berreginen-museoak-bat-egin-dute-museoen-nazioarteko-egunarekin,https://www.bizkaia.eus/es/web/guest/-/euskal-museoak-eta-bilboko-berreginen-museoak-bat-egin-dute-museoen-nazioarteko-egunarekin,EU,hitzaldia,museoak
