_id,EKITALDIA/EJERCICIO,IZENBURUA_EU/TITULO_EU,IZENBURUA_CAS/TITULO_CAS,DESKRIPZIOA_EU/DESCRIPCION_EU,DESKRIPZIOA_CAS/DESCRIPCION_CAS,LINK/LINK,ANTOLATZAILEA_EU/ORGANIZADOR_EU,ANTOLATZAILEA_CAS/ORGANIZADOR_CAS,LEKUA_EU/UBICACION_EU,LEKUA_CAS/UBICACION_CAS,IZEN-EMATEA_EU/INSCRIPCION_EU,IZEN-EMATEA_CAS/INSCRIPCION_CAS,HASIERA DATA/FECHA INICIO,AMAIERA DATA/FECHA FIN,IRUDIAREN URL_EU/URL IMAGEN_EU,IRUDIAREN URL_CAS/URL IMAGEN_CAS,URL KANONIKOA_EU/URL CANONICA_EU,URL KANONIKOA_CAS/URL CANONICA_CAS,KIROLAK/DEPORTES,EKITALDIAREN KATEGORIA/CATEGORIA EVENTO
1,2023,Ikastaroa: 'Futbolari Aplikatutako Datuen Analisian eta Teknologia Berrietan aditua',Curso: 'Persona experta en AnÃ¡lisis de Datos y Nuevas TecnologÃ­as Aplicadas al FÃºtbol',"<p>Ikasturtean zehar, ikasleek Big Datarekin egindako lanaren printzipioak ezagutu ahal izango dituzte, baita datuen bidez informaziorik onena nola lortu ere. Haiekin lan egiteko aukeretan sakonduko da, futbol-taldeen eta jokalarien errendimendua hobetzeko funtsezko parametroetan.&nbsp,</p><p>Ikastaro hau %100 online formatuan egingo da. Gai bakoitza eduki multzo batek eta bideokonferentzia bidezko laburpen klase batek osatuko dute. Eskolen ordutegia 20:00etatik 21:00etara izango da astelehen eta asteazkenetan. Hala ere, klaseak grabatu egiten dira eta geroratuan eskuragarri jartzen dira.</p><p>Ikastaroa urriaren 16tik abenduaren 31ra bitartean izango da.</p><h3>Helburu orokorra:</h3><ul>	<li>Datuen analisi aurreratuaren eta futboleko errendimenduaren kontrolaren oinarrizko alderdiak ezagutzea</li></ul><h3>Hartzaileak:</h3><p></p><p>Oro har, futboleko profesionalak, bereziki prestatzaile fisikoak, lesio-berregokitzaileak edo futbol klub baten organigraman parte hartzen duten analistak.</p><p>Ikastaroari buruzko informazio gehiago <a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""Esteka nabigatzailearen leiho berri batean irekiko da"">esteka honetan</a>.</p>","<p>Durante el curso, el alumnado podrÃ¡ conocer los principios del trabajo con Big Data y cÃ³mo obtener la mejor informaciÃ³n a travÃ©s de los datos. Se profundizarÃ¡ en las posibilidades para trabajar con ellos, los parÃ¡metros clave para mejorar el rendimiento de los equipos de fÃºtbol y personas jugadoras.&nbsp,<br />Este curso se desarrollarÃ¡ de forma 100% online. Cada tema estarÃ¡ compuesto por un bloque de contenidos y por una clase resumen por videoconferencia. El horario de las clases en directo serÃ¡ de 20:00 a 21:00 los lunes y miÃ©rcoles. No obstante, las clases son grabadas y puestas a disposiciÃ³n en diferido.</p><p>El curso se desarrollarÃ¡ desde el 16 de octubre hasta el 31 de diciembre.</p><h3>Objetivo general:</h3><ul>	<li>Conocer los aspectos bÃ¡sicos de la analÃ­tica de datos avanzada y el control del rendimiento en fÃºtbol&nbsp,</li></ul><h3>Personas destinatarias:</h3><p>Profesionales del mundo del fÃºtbol en general, especialmente personal preparador fÃ­sico, readaptador de lesiones o analista involucrado en el organigrama de un club de fÃºtbol.&nbsp,</p><p>MÃ¡s informaciÃ³n sobre el curso <a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""El enlace se abrirÃ¡ en una nueva pestaÃ±a"">en este enlace</a>.</p>",https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/ikastaroa-futbolari-aplikatutako-datuen-analisian-eta-teknologia-berrietan-aditua-/880303,"<a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""Esteka nabigatzailearen leiho berri batean irekiko da"">Gaztela-Mantxako Unibertsitatea</a>","<a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""El enlace se abrirÃ¡ en una nueva pestaÃ±a"">Universidad de Castilla la Mancha</a>",<p>Online</p>,Online,"<p><a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""Esteka nabigatzailearen leiho berri batean irekiko da"">Izen-ematea</a>, zabalik urriaren 31ra arte</p>","<p><a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""El enlace se abrirÃ¡ en una nueva pestaÃ±a"">InscripciÃ³n</a>, abierta hasta el 31 de octubre.</p>",2023-05-01 00:00:00,2023-10-31 00:00:00,https://www.bizkaia.eus/documents/8048591/16789540/expefut+%281%29.jpg/768ad931-eb2c-be9b-108d-a34372d63761?t=1690365331211,https://www.bizkaia.eus/documents/8048591/16789540/expefut.jpg/2ed198b4-f249-50a0-ae1f-f6a4d108c001?t=1690365331175,https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/ikastaroa-futbolari-aplikatutako-datuen-analisian-eta-teknologia-berrietan-aditua-/880303,https://www.bizkaia.eus/es/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/ikastaroa-futbolari-aplikatutako-datuen-analisian-eta-teknologia-berrietan-aditua-/880303,"",Prestakuntza
2,2023,Ikastaroa: 'Futbolari Aplikatutako Datuen Analisian eta Teknologia Berrietan aditua',Curso: 'Persona experta en AnÃ¡lisis de Datos y Nuevas TecnologÃ­as Aplicadas al FÃºtbol',"<p>Ikasturtean zehar, ikasleek Big Datarekin egindako lanaren printzipioak ezagutu ahal izango dituzte, baita datuen bidez informaziorik onena nola lortu ere. Haiekin lan egiteko aukeretan sakonduko da, futbol-taldeen eta jokalarien errendimendua hobetzeko funtsezko parametroetan.&nbsp,</p><p>Ikastaro hau %100 online formatuan egingo da. Gai bakoitza eduki multzo batek eta bideokonferentzia bidezko laburpen klase batek osatuko dute. Eskolen ordutegia 20:00etatik 21:00etara izango da astelehen eta asteazkenetan. Hala ere, klaseak grabatu egiten dira eta geroratuan eskuragarri jartzen dira.</p><p>Ikastaroa urriaren 16tik abenduaren 31ra bitartean izango da.</p><h3>Helburu orokorra:</h3><ul>	<li>Datuen analisi aurreratuaren eta futboleko errendimenduaren kontrolaren oinarrizko alderdiak ezagutzea</li></ul><h3>Hartzaileak:</h3><p></p><p>Oro har, futboleko profesionalak, bereziki prestatzaile fisikoak, lesio-berregokitzaileak edo futbol klub baten organigraman parte hartzen duten analistak.</p><p>Ikastaroari buruzko informazio gehiago <a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""Esteka nabigatzailearen leiho berri batean irekiko da"">esteka honetan</a>.</p>","<p>Durante el curso, el alumnado podrÃ¡ conocer los principios del trabajo con Big Data y cÃ³mo obtener la mejor informaciÃ³n a travÃ©s de los datos. Se profundizarÃ¡ en las posibilidades para trabajar con ellos, los parÃ¡metros clave para mejorar el rendimiento de los equipos de fÃºtbol y personas jugadoras.&nbsp,<br />Este curso se desarrollarÃ¡ de forma 100% online. Cada tema estarÃ¡ compuesto por un bloque de contenidos y por una clase resumen por videoconferencia. El horario de las clases en directo serÃ¡ de 20:00 a 21:00 los lunes y miÃ©rcoles. No obstante, las clases son grabadas y puestas a disposiciÃ³n en diferido.</p><p>El curso se desarrollarÃ¡ desde el 16 de octubre hasta el 31 de diciembre.</p><h3>Objetivo general:</h3><ul>	<li>Conocer los aspectos bÃ¡sicos de la analÃ­tica de datos avanzada y el control del rendimiento en fÃºtbol&nbsp,</li></ul><h3>Personas destinatarias:</h3><p>Profesionales del mundo del fÃºtbol en general, especialmente personal preparador fÃ­sico, readaptador de lesiones o analista involucrado en el organigrama de un club de fÃºtbol.&nbsp,</p><p>MÃ¡s informaciÃ³n sobre el curso <a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""El enlace se abrirÃ¡ en una nueva pestaÃ±a"">en este enlace</a>.</p>",https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/ikastaroa-futbolari-aplikatutako-datuen-analisian-eta-teknologia-berrietan-aditua-bikoiztu-1/880303,"<a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""Esteka nabigatzailearen leiho berri batean irekiko da"">Gaztela-Mantxako Unibertsitatea</a>","<a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""El enlace se abrirÃ¡ en una nueva pestaÃ±a"">Universidad de Castilla la Mancha</a>",<p>Online</p>,Online,"<p><a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""Esteka nabigatzailearen leiho berri batean irekiko da"">Izen-ematea</a>, zabalik urriaren 31ra arte</p>","<p><a href=""https://www.uclm.es/estudios/propios/experto-analisis-datos-nuevas-tecnologias-aplicadas-futbol?utm_campaign=conferencia-sector-deportivo-publico-privado-en-castilla-la-mancha&amp,utm_medium=email&amp,utm_source=acumbamail"" target=""_blank"" title=""El enlace se abrirÃ¡ en una nueva pestaÃ±a"">InscripciÃ³n</a>, abierta hasta el 31 de octubre.</p>",2023-05-01 00:00:00,2023-10-31 00:00:00,https://www.bizkaia.eus/documents/8048591/16789540/expefut+%281%29.jpg/768ad931-eb2c-be9b-108d-a34372d63761?t=1690365331211,https://www.bizkaia.eus/documents/8048591/16789540/expefut.jpg/2ed198b4-f249-50a0-ae1f-f6a4d108c001?t=1690365331175,https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/ikastaroa-futbolari-aplikatutako-datuen-analisian-eta-teknologia-berrietan-aditua-bikoiztu-1/880303,https://www.bizkaia.eus/es/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/ikastaroa-futbolari-aplikatutako-datuen-analisian-eta-teknologia-berrietan-aditua-bikoiztu-1/880303,"",Prestakuntza
3,2023,Surf entrenatzaile izateko ikastaroa,Curso de entrenador o entrenadora de surf,"<p><a href=""https://www.facebook.com/photo/?fbid=1169555084452024&amp,set=a.798321694908700"" target=""_blank"" title=""(Leiho berria ireki)"">Surf entrenatzaile ikastaroan</a> izena emateko epea urtarrilaren 12ra arte egongo da zabalik.</p>","<p>El plazo de inscripciÃ³n al <a href=""https://www.facebook.com/photo/?fbid=1169555084452024&amp,set=a.798321694908700"" target=""_blank"" title=""(Abre una nueva ventana)"">curso de entrenador o entrenadora de surf </a>estarÃ¡ abierto hasta el 12 de enero.</p>",https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/surf-entrenatzaile-izateko-ikastaroa-1/880303,"<a href=""https://www.euskalsurf.com/formacioacuten.html"" target=""_blank"" title=""Esteka nabigatzailearen leiho berri batean irekiko da"">Euskal Herriko Surf Federazioa</a>","<a href=""https://www.euskalsurf.com/formacioacuten.html"" target=""_blank"" title=""El enlace se abrirÃ¡ en una nueva pestaÃ±a"">FederaciÃ³n Vasca de Surf</a>","","","<p><a href=""https://www.facebook.com/photo/?fbid=1169555084452024&amp,set=a.798321694908700"" target=""_blank"" title=""(Leiho berria ireki)"">Izen-ematea</a></p>","<p><a href=""https://www.facebook.com/photo/?fbid=1169555084452024&amp,set=a.798321694908700"" target=""_blank"" title=""(Abre una nueva ventana)"">InscripciÃ³n</a></p>",2023-12-11 00:00:00,2024-01-12 00:00:00,https://www.bizkaia.eus/documents/8048591/18452048/jhsdgdsuhghudffrghioiohiohrg+%281%29.jpg/944422f1-398c-2af3-a38f-e5e7229b0a1e?t=1705049661630,https://www.bizkaia.eus/documents/8048591/18452048/jhsdgdsuhghudffrghioiohiohrg.jpg/baf8a335-fa6d-5f40-9325-cfcc222477d7?t=1705049661589,https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/surf-entrenatzaile-izateko-ikastaroa-1/880303,https://www.bizkaia.eus/es/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/surf-entrenatzaile-izateko-ikastaroa-1/880303,"",""
4,2023,Banakako Pala Txapelketa 2024: 1. jardunaldia,Torneo Individual de Pala 2024: 1Âª jornada,"<p><a href=""https://twitter.com/BizkaiaFrontoia/status/1739618603345867039/photo/1"" target=""_blank"" title=""(Leiho berria ireki)"">Banakako Pala Txapelketa</a> Bizkaia Frontoian ospatuko da abenduaren 29tik otsailaren 3ra. &nbsp,</p>","<p>El <a href=""https://twitter.com/BizkaiaFrontoia/status/1739619172433211620/photo/1"" target=""_blank"" title=""(Abre una nueva ventana)"">Torneo Individual de Pala</a> se celebrarÃ¡ en Bizkaia <span lang=""eu"">Frontoia</span> del 29 de diciembre al 3 de febrero.</p>",https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/banakako-pala-txapelketa-2024-1.-jardunaldia/880303,"<a href=""https://innpala.com/gaubeka-e-ibai-segunbda-pareja-clasificada-para-la-final/"" target=""_blank"" title=""(Leiho berria ireki)"">InnPala</a>","<a href=""https://innpala.com/gaubeka-e-ibai-segunbda-pareja-clasificada-para-la-final/"" target=""_blank"" title=""(Abre una nueva ventana)"">InnPala</a>","<p><a href=""https://www.google.com/maps/place/Front%C3%B3n+Bizkaia+(Miribila)%2F+Bizkaia+Frontoia+(Miribila)/@43.2479667,-2.9298758,17z/data=!3m1!4b1!4m6!3m5!1s0xd4e4e318ac8ecff:0xf9747801bb4dc4f0!8m2!3d43.2479667!4d-2.9273009!16s%2Fg%2F122nj8yb?entry=ttu"" target=""_blank"" title=""(Leiho berria ireki)"">Bizkaia Frontoia</a></p>","<p><a href=""https://www.google.com/maps/place/Front%C3%B3n+Bizkaia+(Miribila)%2F+Bizkaia+Frontoia+(Miribila)/@43.2479667,-2.9298758,17z/data=!3m1!4b1!4m6!3m5!1s0xd4e4e318ac8ecff:0xf9747801bb4dc4f0!8m2!3d43.2479667!4d-2.9273009!16s%2Fg%2F122nj8yb?entry=ttu"" target=""_blank"" title=""(Abre una nueva ventana)"">Bizkaia <span lang=""eu"">Frontoia</span></a></p>","","",2023-12-29 00:00:00,2023-12-29 00:00:00,https://www.bizkaia.eus/documents/8048591/18309621/bpt+%281%29.jpg/eddaa4e1-20d7-b4a6-8823-14ce7a948475?t=1703597305114,https://www.bizkaia.eus/documents/8048591/18309621/bpt.jpg/5debad84-9b73-2ab0-f065-293121909004?t=1703597305078,https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/banakako-pala-txapelketa-2024-1.-jardunaldia/880303,https://www.bizkaia.eus/es/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/banakako-pala-txapelketa-2024-1.-jardunaldia/880303,Euskal pilota,Kirol ekitaldiak eta lehiaketak
5,2023,Bizkaiko kirolarientzako foru-dirulaguntzak 2024,Subvenciones forales destinadas a deportistas de Bizkaia 2024,"<p><a href=""https://www.bizkaia.eus/eu/kirolak/hasiera"" target=""_blank"" title=""(Leiho berria ireki)"">Bizkaiko Foru Aldundiak</a> nazioarteko kirol-probetan edo tituluak lortzeko lehiaketetan parte hartzen duten <a href=""https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/26/I-1497_eus.pdf"" target=""_blank"" title=""(Leiho berria ireki)"">Bizkaiko kirolarientzako dirulaguntzen</a> oinarri arautzaileak eta deialdia onartu ditu, baldin eta lehiaketa horiek <strong>2023ko azaroaren 27tik 2024ko azaroaren 25era</strong> bitartean egiten badira eta tituluak lortzeko balio badute, tituluak lortzeko puntuak ematen badituzte edo goi-mailako lehiaketetarako sailkatzeko badira.</p><p>Kirola bultzatzeko eta Bizkaiko kirolariei goi-mailako lehiaketetan laguntzeko, Foru Aldundiak 105.000 euro esleitu ditu.</p><p>Aldundiak konpromiso bikoitza du Bizkaian kalitatezko kirol-ekitaldiak sustatzeko eta estatuan eta nazioartean lehiatzen diren kirolariei zuzenean babesa emateko.</p><p>Era berean, ekimen honen helburua da kirolariek nazioarteko lehiaketetan, tituluak ematen dituzten ekitaldietan, tituluak lortzeko puntuatzen dutenetan edo goragoko maila eta garrantziko lehiaketetarako sailkapen-probetan parte har dezaten erraztea. Zati batean finantzatu nahi dira 2023ko azaroaren 27tik 2024ko azaroaren 25era bitartean egiten diren probetan banaka edo taldean lehiatzen diren Bizkaiko kirolarien gastuak.</p><p>Neurri honen helburua Bizkaiko kirolariek eliteko lehiaketetan parte hartzea erraztea da, kirolari horien garapena babestuz eta nazioartean aurrera egiten lagunduz, era berean Aldundiak lurraldean kirola hazteko eta sustatzeko duen konpromisoa berretsiz.</p><p>Beka-eskabideak <a href=""https://www.google.com/maps/place/Alameda+de+Recalde,+30,+48009+Bilbao,+Vizcaya/@43.2645077,-2.9372217,17z/data=!3m1!4b1!4m6!3m5!1s0xd4e4fd9b13b9359:0xe6039e63bb935223!8m2!3d43.2645077!4d-2.9346468!16s%2Fg%2F11ckqmn0c0?entry=ttu"" target=""_blank"" title=""(Leiho berria ireki)"">Bizkaiko Foru Aldundiko Kirol Zerbitzuaren bulegoetan</a> (Errekalde zumarkalea 30, 1.a, Bilbo) edo <a href=""http://www.ebizkaia.eus/eu/izapideen-katalogoa"" target=""_blank"" title=""(Leiho berria ireki)"">Foru Erakundearen Egoitza Elektronikoan</a> aurkeztu beharko dira.</p><p>Bizkaiko kirolarientzako dirulaguntzen <strong>eskaera egiteko</strong> <strong>epea </strong><a href=""https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/26/I-1497_eus.pdf"" target=""_blank"" title=""(Leiho berria ireki)"">2024ko abenduaren 2ra arte</a><strong> egongo da zabalik</strong>.</p>","<p>La <a href=""https://www.bizkaia.eus/es/kirolak/inicio"" target=""_blank"" title=""(Abre una nueva ventana)"">DiputaciÃ³n Foral de Bizkaia</a> ha aprobado las bases reguladoras y la convocatoria de <a href=""https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/26/I-1497_cas.pdf"" target=""_blank"" title=""(Abre una nueva ventana)"">subvenciones forales destinadas a deportistas de Bizkaia</a> que participen en pruebas deportivas internacionales o competiciones que conduzcan a la obtenciÃ³n de tÃ­tulos, puntÃºen para la obtenciÃ³n de tÃ­tulos o sean clasificatorias para competiciones de nivel superior, entre el <strong>27 de noviembre de 2023 y el 25 de noviembre de 2024</strong>.</p><p>Con el propÃ³sito de impulsar el deporte y respaldar a los deportistas de Bizkaia en competiciones de alto nivel, la InstituciÃ³n Foral ha asignado una suma de 105.000 euros.</p><p>La DiputaciÃ³n tiene el compromiso dual de promover eventos deportivos de calidad en Bizkaia y respaldar directamente a los deportistas que compiten a nivel estatal e internacional.</p><p>Asimismo, esta iniciativa tiene como objetivo facilitar la participaciÃ³n de los deportistas en competiciones internacionales, eventos que otorguen tÃ­tulos, puntÃºen para obtener tÃ­tulos o sirvan como clasificatorios para competiciones de mayor envergadura. Se busca financiar parcialmente los gastos de los deportistas de Bizkaia que compitan individualmente o en equipo en pruebas que se desarrollen entre el 27 de noviembre de 2023 y el 25 de noviembre de 2024.</p><p>Las solicitudes de beca se deberÃ¡n presentar en las oficinas del <a href=""https://www.google.com/maps/place/Alameda+de+Recalde,+30,+48009+Bilbao,+Vizcaya/@43.2645077,-2.9372217,17z/data=!3m1!4b1!4m6!3m5!1s0xd4e4fd9b13b9359:0xe6039e63bb935223!8m2!3d43.2645077!4d-2.9346468!16s%2Fg%2F11ckqmn0c0?entry=ttu"" target=""_blank"" title=""(Abre una nueva ventana)"">Servicio de Deportes de la DiputaciÃ³n Foral de Bizkaia</a> (<abbr title=""Calle"">c/</abbr> Alameda de Recalde, 30, 1Âº Bilbao), o a travÃ©s de la <a href=""https://www.ebizkaia.eus/es/catalogo-de-tramites-y-servicios"" target=""_blank"" title=""(Abre una nueva ventana)"">Sede ElectrÃ³nica de la InstituciÃ³n Foral</a>.</p><p>El <strong>plazo de presentaciÃ³n de</strong> <strong>solicitudes</strong> a las subvenciones a deportistas de Bizkaia estarÃ¡ <strong>abierto hasta el </strong><a href=""https://www.bizkaia.eus/lehendakaritza/Bao_bob/2023/12/26/I-1497_cas.pdf"" target=""_blank"" title=""(Abre una nueva ventana)"">2&nbsp,de diciembre de 2024</a>.</p>",https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/bizkaiko-kirolarientzako-foru-dirulaguntzak-2024/880303,"<a href=""https://www.bizkaia.eus/eu/kirolak/hasiera"" target=""_blank"" title=""(Leiho berria ireki)"">Bizkaiko Foru Aldundiak</a>","<a href=""https://www.bizkaia.eus/es/kirolak/inicio"" target=""_blank"" title=""(Abre una nueva ventana)"">DiputaciÃ³n Foral de Bizkaia</a>","<p><a href=""https://www.google.com/maps/place/Alameda+de+Recalde,+30,+48009+Bilbao,+Vizcaya/@43.2645077,-2.9372217,17z/data=!3m1!4b1!4m6!3m5!1s0xd4e4fd9b13b9359:0xe6039e63bb935223!8m2!3d43.2645077!4d-2.9346468!16s%2Fg%2F11ckqmn0c0?entry=ttu"" target=""_blank"" title=""(Leiho berria ireki)"">Bizkaiko Foru Aldundiko Kirol Zerbitzuaren bulegoetan</a>&nbsp,edo&nbsp,<a href=""https://www.ebizkaia.eus/eu/hasiera"" target=""_blank"" title=""(Leiho berria ireki)"">Erakundearen Egoitza Elektronikoan</a></p>","<p><a href=""https://www.google.com/maps/place/Alameda+de+Recalde,+30,+48009+Bilbao,+Vizcaya/@43.2645077,-2.9372217,17z/data=!3m1!4b1!4m6!3m5!1s0xd4e4fd9b13b9359:0xe6039e63bb935223!8m2!3d43.2645077!4d-2.9346468!16s%2Fg%2F11ckqmn0c0?entry=ttu"" target=""_blank"" title=""(Abre una nueva ventana)"">Servicio de Deportes de la DiputaciÃ³n Foral de Bizkaia</a>&nbsp,o&nbsp,<a href=""https://www.ebizkaia.eus/es/inicio"" target=""_blank"" title=""(Abre una nueva ventana)"">Sede ElectrÃ³nica de la InstituciÃ³n Foral</a></p>","","",2023-12-27 00:00:00,2024-12-02 00:00:00,https://www.bizkaia.eus/documents/8048591/18308415/jshdfjfg+%281%29+%281%29.jpg/638fef7d-35a0-8312-df41-8f8fc792d8fd?t=1703586043995,https://www.bizkaia.eus/documents/8048591/18308415/jshdfjfg+%281%29.jpg/3df8b677-c7ed-7a3d-c969-e3c6495c0839?t=1703586043960,https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/bizkaiko-kirolarientzako-foru-dirulaguntzak-2024/880303,https://www.bizkaia.eus/es/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/bizkaiko-kirolarientzako-foru-dirulaguntzak-2024/880303,"",Laguntzak eta kontratazioak
6,2023,Amorebieta-Etxanoko San Silbestrea 2023,San Silvestre de Amorebieta-Etxano 2023,"<p>Abenduaren 31n,&nbsp,<a href=""https://www.lasterketak.eus/eu/event/san-silvestre-zornotza-2023/"" target=""_blank"" title=""(Leiho berria ireki)"">Amorebieta-Etxanoko San Silbestrea</a> egingo da.</p>","<p>El 31 de diciembre se celebrarÃ¡ la&nbsp,&nbsp,<a href=""https://www.lasterketak.eus/eu/event/san-silvestre-zornotza-2023/"" target=""_blank"" title=""(Abre una nueva ventana)"">San Silvestre de Amorebieta-Etxano</a>.</p>",https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/amorebieta-etxanoko-san-silbestrea-2023/880303,"<a href=""https://amorebieta-etxano.eus/eu/"" target=""_blank"" title=""(Leiho berria ireki)"">Amorebieta-Etxanoko Udala</a>","<a href=""https://amorebieta-etxano.eus/es/"" target=""_blank"" title=""(Abre una nueva ventana)"">Ayuntamiento de Amorebieta-Etxano</a>","<p><a href=""https://www.google.com/maps/place/Amorebieta-Echano,+Vizcaya/@43.2159497,-2.8062247,12z/data=!3m1!4b1!4m6!3m5!1s0xd4e3426b0bac3a9:0x878a320d6f24718c!8m2!3d43.2204714!4d-2.7330533!16zL20vMDRiazJ2?entry=ttu"" target=""_blank"" title=""(Leiho berria ireki)"">Amorebieta-Etxano</a></p>","<p><a href=""https://www.google.com/maps/place/Amorebieta-Echano,+Vizcaya/@43.2159497,-2.8062247,12z/data=!3m1!4b1!4m6!3m5!1s0xd4e3426b0bac3a9:0x878a320d6f24718c!8m2!3d43.2204714!4d-2.7330533!16zL20vMDRiazJ2?entry=ttu"" target=""_blank"" title=""(Abre una nueva ventana)"">Amorebieta-Etxano</a></p>","<p><a href=""https://www.lasterketak.eus/eu/event/san-silvestre-zornotza-2023/"" target=""_blank"" title=""(Leiho berria ireki)"">Izen-ematea</a></p>","<p><a href=""https://www.lasterketak.eus/eu/event/san-silvestre-zornotza-2023/"" target=""_blank"" title=""(Abre una nueva ventana)"">InscripciÃ³n</a></p>",2023-12-31 00:00:00,2023-12-31 00:00:00,https://www.bizkaia.eus/documents/8048591/18308013/carpopgener+%281%29+%281%29.jpg/906d9fa5-4dd2-b4e7-20ec-c3edebe6a079?t=1703583636125,https://www.bizkaia.eus/documents/8048591/18308013/carpopgener+%281%29.jpg/c76d7ac5-7240-2bb9-b41f-ccd736728f35?t=1703583636095,https://www.bizkaia.eus/eu/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/amorebieta-etxanoko-san-silbestrea-2023/880303,https://www.bizkaia.eus/es/kirolbidepro/evento-detalle/-/asset_publisher/hAfe1q5ipej5/content/amorebieta-etxanoko-san-silbestrea-2023/880303,Atletismoa,Kirol ekitaldiak eta lehiaketak
